"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","diffexpressed","delabel"
"DNAJC10",0.442633759590792,5.827185,4.11636080770265,5.61518798720452e-05,0.000536913822241914,1.52155445386746,"DNAJC10","UP","DNAJC10"
"CXORF23",0.514930946291563,4.20325,4.11175570937637,5.71948474838813e-05,0.000544547141063265,1.50446619209934,"CXORF23","UP","CXORF23"
"CRY1",0.403906905370847,5.45147,4.08958063999179,6.24812426498619e-05,0.000585418266025273,1.42240591091395,"CRY1","UP","CRY1"
"PAIP1",0.419518158567775,5.54847,4.08655662580859,6.32372778635633e-05,0.000591119528774102,1.41124430175248,"PAIP1","UP","PAIP1"
"ZNF92",0.433296675191816,4.076075,4.07009376773645,6.7508600086194e-05,0.000623276260969528,1.35060213338289,"ZNF92","UP","ZNF92"
"C2ORF40",0.47126905370844,4.108415,4.02297987630942,8.1304947595067e-05,0.000724833426891136,1.17819766131311,"C2ORF40","UP","C2ORF40"
"GNPDA2",0.430148849104862,3.138865,4.00476508149339,8.73270079988634e-05,0.000770292657082004,1.11199964167198,"GNPDA2","UP","GNPDA2"
"SP3",0.429581585677751,5.36808,3.97666785852017,9.74557702399024e-05,0.000840031837110897,1.01038602745358,"SP3","UP","SP3"
"MREG",0.41025166240409,5.46013,3.97282871678214,9.89235894634381e-05,0.000850853303620263,0.996548987696288,"MREG","UP","MREG"
"ZNF382",0.443498721227619,4.9876,3.96595336910968,0.000101604933344787,0.000870027694303847,0.971797263805927,"ZNF382","UP","ZNF382"
"TMEM55A",0.516207161125315,5.648525,3.96225551022998,0.000103075514171216,0.000880515437048102,0.958499806914189,"TMEM55A","UP","TMEM55A"
"PLAGL1",0.404398465473149,5.614235,3.95860655454082,0.000104546470105753,0.000890044576777921,0.945388557207073,"PLAGL1","UP","PLAGL1"
"PPM1A",0.401367263427108,5.762445,3.9580738812434,0.000104762861910703,0.000891507922597792,0.94347544186947,"PPM1A","UP","PPM1A"
"PKN2",0.436584143222509,5.59793,3.93397080227392,0.000115012362250717,0.000957974070938193,0.857137988087198,"PKN2","UP","PKN2"
"MIB1",0.448963171355499,3.607495,3.91038135634094,0.000125961002835632,0.00103327223947722,0.773076259945142,"MIB1","UP","MIB1"
"MPO",-0.413707928388747,4.130965,-3.9001505599987,0.000131010981438346,0.00106596749803937,0.73675286192533,"MPO","DOWN","MPO"
"RIF1",0.400798465473146,5.672365,3.89773845472352,0.000132229303859242,0.00107457095939487,0.72820078771628,"RIF1","UP","RIF1"
"SLC22A1",-0.403772890025576,6.66856,-3.89478440255113,0.000133736009753277,0.0010824241403546,0.717733419189842,"SLC22A1","DOWN","SLC22A1"
"MARCKS",0.529718670076724,6.2746,3.86040117228337,0.000152515193512858,0.00119858154431133,0.596400432658073,"MARCKS","UP","MARCKS"
"ARL5A",0.483597442455245,4.827245,3.85958846559959,0.000152987970960456,0.00120182550363916,0.593543683464612,"ARL5A","UP","ARL5A"
"MYBL1",0.417737084398981,7.72834,3.85182363805909,0.000157575635386418,0.00123110574417345,0.566275539593849,"MYBL1","UP","MYBL1"
"CTSG",-0.714330434782607,4.82146,-3.83637788740352,0.000167091973252894,0.00129284913410659,0.512174193912998,"CTSG","DOWN","CTSG"
"ZNF706",0.41460255754476,5.09762,3.83417122121365,0.00016849519793031,0.00130219745560956,0.50446023168543,"ZNF706","UP","ZNF706"
"DEFA4",-0.759651150895144,8.15313,-3.80168712169387,0.000190488592641269,0.00143615637477979,0.391346076449425,"DEFA4","DOWN","DEFA4"
"ENSG00000241351",0.465679795396418,7.77466,3.75741113276375,0.000224872151253576,0.00162916417139662,0.238508800641736,"ENSG00000241351","UP","ENSG00000241351"
"KLHL28",0.489435294117651,4.68659,3.74937660014589,0.000231709737616853,0.00166784386056083,0.210940201388412,"KLHL28","UP","KLHL28"
"ZNF644",0.400248081841434,5.744025,3.70530839223435,0.000272845473650653,0.00189647485363285,0.0606406482969986,"ZNF644","UP","ZNF644"
"KIAA1468",0.408291560102303,5.07065,3.70420210128629,0.000273961928134612,0.00190291447447731,0.0568873676459969,"KIAA1468","UP","KIAA1468"
"WDR36",0.428646035805628,5.211095,3.6752055476097,0.000304810212941174,0.00207403470979538,-0.0411407534078592,"WDR36","UP","WDR36"
"MEF2A",0.449085421994885,5.04793,3.64737931464665,0.000337471363771641,0.0022579246356291,-0.134581327652084,"MEF2A","UP","MEF2A"
"CNTNAP3B.1",0.542467007672632,5.396895,3.60073684956268,0.000399724912211965,0.00259976929916561,-0.289815292063278,"CNTNAP3B.1","UP","CNTNAP3B.1"
"ENSG00000211625",0.422318158567775,7.23128,3.5826746869196,0.000426617670868096,0.00273297255606962,-0.349459394894149,"ENSG00000211625","UP","ENSG00000211625"
"ENSG00000211663",0.407421994884912,6.22015,3.51737682255955,0.000538714238403941,0.0033082537166486,-0.562884780635186,"ENSG00000211663","UP","ENSG00000211663"
"LRRC16A",0.402124296675194,5.034845,3.49116584461081,0.000591053888244629,0.00357056438157914,-0.647582556670485,"LRRC16A","UP","LRRC16A"
"ERAP1",0.583992327365727,4.097125,3.47673139272916,0.000621877109462368,0.00372419798408076,-0.693987056243133,"ERAP1","UP","ERAP1"
"RNF138",0.405762659846548,4.33929,3.44153846178716,0.000703458079849646,0.00408217620380884,-0.806414092982974,"RNF138","UP","RNF138"
"ENSG00000242534",0.467173401534533,5.96146,3.3371824998485,0.00100813457424603,0.00541419619069611,-1.13381425523714,"ENSG00000242534","UP","ENSG00000242534"
"TCL1A",0.408549872122765,4.987375,3.24086060117283,0.0013947041743452,0.00697073703105863,-1.42801476924389,"TCL1A","UP","TCL1A"
"KIR2DL3",-0.40925115089514,5.10161,-3.19112479344607,0.00164447286800889,0.00790546688071852,-1.57689579896922,"KIR2DL3","DOWN","KIR2DL3"
"DEFA1",-0.508352941176469,4.17725,-3.12945532595281,0.00201167460641036,0.00925536649416913,-1.75861499320491,"DEFA1","DOWN","DEFA1"
"TXLNG2P",-0.47987007672634,3.33511,-3.10502426821695,0.0021770668512736,0.00982008627892652,-1.82971810326303,"TXLNG2P","DOWN","TXLNG2P"
"CLVS1",0.429629667519182,4.84839,3.07019426208553,0.00243464084129938,0.0107174025527971,-1.93021218163491,"CLVS1","UP","CLVS1"
"UGT2B11",-0.457451150895138,3.965895,-3.05693546262161,0.00253986853270384,0.0110750209941496,-1.96819694069764,"UGT2B11","DOWN","UGT2B11"
"ENSG00000211648",0.411575447570331,7.56655,3.02179119058835,0.00283939312924196,0.0120992816772974,-2.06815723335822,"ENSG00000211648","UP","ENSG00000211648"
"LCN2",-0.483268030690537,8.660415,-2.96579108659804,0.00338442165022282,0.0139356083242063,-2.22525953321632,"LCN2","DOWN","LCN2"
"TFEC",0.440003069053705,4.04799,2.91064976057865,0.00401335078784918,0.0159419875039054,-2.37732604491209,"TFEC","UP","TFEC"
"PVRL2",-0.448949872122762,3.729595,-2.60204595274888,0.00995641865906832,0.0324871550914541,-3.17967995208278,"PVRL2","DOWN","PVRL2"
"ORM1",-0.442870588235288,7.87562,-2.50939188605098,0.0128829179442,0.0398705746298469,-3.40424019743468,"ORM1","DOWN","ORM1"
