"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","diffexpressed","delabel"
"HMDB13464",1.10495774216069,0.165464422044776,9.94533992118965,2.28602727995878e-19,2.45747932595568e-18,33.3255136892933,"HMDB13464","UP","HMDB13464"
"HMDB13410",1.20429678323865,-0.139237096636816,9.85660009571333,4.19258055411117e-19,4.24190503121836e-18,32.7275337520067,"HMDB13410","UP","HMDB13410"
"HMDB13434",0.970362328000598,-0.587955658348259,9.84770884482785,4.454789358353e-19,4.25679872020398e-18,32.6677267334119,"HMDB13434","UP","HMDB13434"
"HMDB12107",1.14007331980556,0.126011470850746,9.83601525023092,4.8246279420495e-19,4.36755792648692e-18,32.5890998435963,"HMDB12107","UP","HMDB12107"
"HMDB13448",1.06068519187067,-0.451716832666667,9.6786366398425,1.40665175500182e-18,1.20972050930157e-17,31.5342854534377,"HMDB13448","UP","HMDB13448"
"HMDB13453",1.17657257360753,-0.0382437833980099,9.66397359022935,1.55362582605226e-18,1.27249353371899e-17,31.4363350319813,"HMDB13453","UP","HMDB13453"
"HMDB13444",0.989424669678316,-0.401161754313433,9.61847027998355,2.1141173749248e-18,1.65285540221393e-17,31.1327318927961,"HMDB13444","UP","HMDB13444"
"HMDB13124",0.659778215730585,0.562497824522388,9.55352941511179,3.27832359574644e-18,2.45161590638429e-17,30.7004015996428,"HMDB13124","UP","HMDB13124"
"HMDB13433",1.13000532599761,-0.031259469318408,9.52381490635234,4.00558419900037e-18,2.87066867595027e-17,30.5029660333011,"HMDB13433","UP","HMDB13433"
"HMDB13404",1.11091363476882,0.169777100920398,9.47532591646427,5.55183349847102e-18,3.81966144694806e-17,30.1813080084759,"HMDB13404","UP","HMDB13404"
"HMDB08163",1.04889631528435,0.195958200393035,9.46151346726052,6.09214365303226e-18,4.03018733969826e-17,30.089801072791,"HMDB08163","UP","HMDB08163"
"HMDB13341",1.07145151519176,0.290906041502488,9.35625994867024,1.23415752813463e-17,7.86204054959835e-17,29.3942726142166,"HMDB13341","UP","HMDB13341"
"HMDB13409",1.05474249421923,0.316981491985075,9.34618415987927,1.32023328742332e-17,8.11000447988613e-17,29.3278568654055,"HMDB13409","UP","HMDB13409"
"HMDB13462",1.01409579796924,0.27027463821393,9.32644473055418,1.50652741831546e-17,8.93526606725033e-17,29.1978274071031,"HMDB13462","UP","HMDB13462"
"HMDB07867",1.01154005473088,0.345845272537313,9.28462239054451,1.99194156574984e-17,1.14204649769658e-16,28.9227070223354,"HMDB07867","UP","HMDB07867"
"HMDB13417",0.9534448605227,0.227488315069652,9.25599872430247,2.41084765701577e-17,1.33763160324746e-16,28.7347083760115,"HMDB13417","UP","HMDB13417"
"HMDB13467",1.04747135446446,0.274793037412935,9.20908023938786,3.29473907583546e-17,1.77092225326156e-16,28.4270776787055,"HMDB13467","UP","HMDB13467"
"HMDB13405",1.03153414117832,0.345237201666667,9.19660153633725,3.57974891436592e-17,1.86580852506345e-16,28.3453696622142,"HMDB13405","UP","HMDB13405"
"HMDB00756",0.941156629599164,0.304123600761194,9.10108634867988,6.74502349678203e-17,3.41218835719561e-16,27.7215247301929,"HMDB00756","UP","HMDB00756"
"HMDB13418",1.02821241377957,0.28917340321393,9.0902121090805,7.24822066717986e-17,3.56198272787125e-16,27.6506789571238,"HMDB13418","UP","HMDB13418"
"HMDB13413",1.05075117289098,0.10567136678607,9.06612597220072,8.49942051239589e-17,3.98416511994429e-16,27.4938885636125,"HMDB13413","UP","HMDB13413"
"HMDB13437",1.09348063279152,-0.271791195845771,9.06486402354598,8.57058775801969e-17,3.98416511994429e-16,27.4856788136723,"HMDB13437","UP","HMDB13437"
"HMDB13439",0.759787230523596,-0.679249398154229,9.05900942081427,8.90857466372854e-17,4.03230221621397e-16,27.4475975541184,"HMDB13439","UP","HMDB13439"
"HMDB13446",0.457865533796595,-0.852190141139303,9.02358010050898,1.12554375501085e-16,4.96393656056067e-16,27.2173773876913,"HMDB13446","UP","HMDB13446"
"HMDB07965",1.00608334269863,0.264300460179104,8.96274967165162,1.68009334684941e-16,7.22440139145245e-16,26.823028966709,"HMDB07965","UP","HMDB07965"
"HMDB13469",1.01243326276523,0.220490790776119,8.76543611732733,6.1113061666314e-16,2.56376746502586e-15,25.5521829491465,"HMDB13469","UP","HMDB13469"
"HMDB07981",1.11257883416876,0.38193077919403,8.76059474328633,6.3070351395956e-16,2.58288105716772e-15,25.5211638323062,"HMDB07981","UP","HMDB07981"
"HMDB00564",0.971154859586917,0.271171108139303,8.61287537540827,1.644132544978e-15,6.576530179912e-15,24.5785781274221,"HMDB00564","UP","HMDB00564"
"HMDB13432",1.01563446730376,0.240610022587065,8.57049159017889,2.16139754833669e-15,8.44909950713434e-15,24.3095354216725,"HMDB13432","UP","HMDB13432"
"HMDB08607",1.04948177950657,0.219732751935323,8.56429149036106,2.24952289965885e-15,8.59817641647383e-15,24.270231975427,"HMDB08607","UP","HMDB08607"
"HMDB29221",1.06924817244743,0.181079497597015,8.45781056900801,4.45912988403852e-15,1.66732682620571e-14,23.5973860083999,"HMDB29221","UP","HMDB29221"
"HMDB08798",0.80224762389994,-0.577111387169154,8.42548625899407,5.4842159805609e-15,2.0069896779925e-14,23.3939459312324,"HMDB08798","UP","HMDB08798"
"HMDB11698",0.904357413242831,0.229792819661692,8.28519748455125,1.34038896349361e-14,4.80306045251877e-14,22.5155080389191,"HMDB11698","UP","HMDB11698"
"HMDB08308",0.61823801170669,-0.780630814024876,8.20194460409085,2.27020583519944e-14,7.96888578886333e-14,21.9977383746026,"HMDB08308","UP","HMDB08308"
"HMDB08606",1.02917043806004,0.0271010896517413,8.18983320875217,2.4505371730455e-14,8.42984787527652e-14,21.9226378849548,"HMDB08606","UP","HMDB08606"
"HMDB08538",0.986331121931004,-0.194780714800995,8.18339422358447,2.55211396645191e-14,8.60712945548488e-14,21.8827342123066,"HMDB08538","UP","HMDB08538"
"HMDB13463",0.893286173841995,0.223198411890547,7.99810959767034,8.15642110783389e-14,2.69789313566813e-13,20.7415185299057,"HMDB13463","UP","HMDB13463"
"HMDB07911",0.961694258990144,0.256808012825871,7.93016148488368,1.24475472511712e-13,3.96369600299466e-13,20.326482441225,"HMDB07911","UP","HMDB07911"
"HMDB13408",0.979764331239845,0.196951209004975,7.92992261153218,1.24660184695121e-13,3.96369600299466e-13,20.3250267232151,"HMDB13408","UP","HMDB13408"
"HMDB13442",0.756236584479391,-0.661932917791045,7.92724912528552,1.26746093119015e-13,3.96369600299466e-13,20.3087358425611,"HMDB13442","UP","HMDB13442"
"HMDB08232",0.942394130230585,0.267183296995025,7.87576542979763,1.74370577343146e-13,5.35566773268235e-13,19.9955993393855,"HMDB08232","UP","HMDB08232"
"HMDB13125",0.673983980100956,0.660564797502488,7.79494688499833,2.87081048994696e-13,8.66279656615574e-13,19.5062849094863,"HMDB13125","UP","HMDB13125"
"HMDB01348",0.920054266450418,0.207114604741294,7.78935329110624,2.97130944485876e-13,8.81146938820183e-13,19.4725210708192,"HMDB01348","UP","HMDB01348"
"HMDB13451",0.850139527346775,-0.239325605731343,7.75366031708017,3.69972453735998e-13,1.07856376343376e-12,19.2573877448302,"HMDB13451","UP","HMDB13451"
"HMDB08070",0.721962294462366,0.3411052159801,7.69252638907413,5.37929032739215e-13,1.54206322718575e-12,18.8901892364454,"HMDB08070","UP","HMDB08070"
"HMDB07985",0.887967049090502,0.255011229393035,7.63241086140919,7.76075124223167e-13,2.16428346361034e-12,18.5306967830959,"HMDB07985","UP","HMDB07985"
"HMDB08537",0.932794162488052,-0.138879320328358,7.631550370591,7.80148690371168e-13,2.16428346361034e-12,18.5255625653433,"HMDB08537","UP","HMDB08537"
"HMDB08539",0.936884035317802,-0.275713397164179,7.60754585559132,9.02708268501104e-13,2.46453686003476e-12,18.3824689385859,"HMDB08539","UP","HMDB08539"
"HMDB10405",0.915295970939964,-0.146643539905473,7.60163253453983,9.35710739362868e-13,2.51472261203771e-12,18.3472581991675,"HMDB10405","UP","HMDB10405"
"HMDB13461",0.779791566479988,0.147174392174129,7.47630232274129,1.99572993847754e-12,5.28100845258671e-12,17.6046708619478,"HMDB13461","UP","HMDB13461"
"HMDB13415",0.913564396609617,0.219396145263682,7.36957893126869,3.78310485194366e-12,9.85900052324712e-12,16.9779776726143,"HMDB13415","UP","HMDB13415"
"HMDB13422",0.86114684701135,0.262315160671642,7.35083834424909,4.23049472587761e-12,1.08603745201634e-11,16.8684762635666,"HMDB13422","UP","HMDB13422"
"HMDB13456",0.918243633884109,0.124554002263682,7.25711579722039,7.38094671331645e-12,1.86694534513298e-11,16.32333805538,"HMDB13456","UP","HMDB13456"
"HMDB08271",0.934293689175627,0.27746302299005,7.22828298173628,8.75229343992017e-12,2.18173111835691e-11,16.1564723134853,"HMDB08271","UP","HMDB08271"
"HMDB13435",0.876093777837216,0.215901323572139,7.13299727923033,1.53287745785738e-11,3.73825094687383e-11,15.6078754865856,"HMDB13435","UP","HMDB13435"
"HMDB08657",0.888824618831243,0.220913166318408,7.13186109664527,1.54311521644211e-11,3.73825094687383e-11,15.6013607148965,"HMDB08657","UP","HMDB08657"
"HMDB08522",0.866630471142473,0.358257173442786,7.05379671724735,2.43437119977692e-11,5.81544231057819e-11,15.1552693098697,"HMDB08522","UP","HMDB08522"
"HMDB08055",0.864862769773895,0.224872467746269,6.65133994296651,2.4348813591531e-10,5.7369807366347e-10,12.9046333528663,"HMDB08055","UP","HMDB08055"
"HMDB13450",0.808997851821685,0.0613050349303483,6.41049196503794,9.28316353078336e-10,2.15770828012802e-09,11.5989899294307,"HMDB13450","UP","HMDB13450"
"HMDB02014",0.728769491887395,0.156691598557214,6.25073383208634,2.21687580944801e-09,5.08403518966745e-09,10.7508255162948,"HMDB02014","UP","HMDB02014"
"HMDB08029",0.48745873867264,0.374495339134328,6.21434435752838,2.69771499230156e-09,6.10535498257721e-09,10.5596790745455,"HMDB08029","UP","HMDB08029"
"HMDB07898",0.763052459712963,0.270980266104478,5.94001078084635,1.15670700335444e-08,2.58381304645408e-08,9.14378170430653,"HMDB07898","UP","HMDB07898"
"HMDB12101",0.741275117127837,0.153354033527363,5.91326623994534,1.32999267137467e-08,2.9328043522621e-08,9.00816563049986,"HMDB12101","UP","HMDB12101"
"HMDB29220",0.639283028448028,-0.19692717300995,5.81119410155926,2.25708413754141e-08,4.91415786907751e-08,8.49461690662626,"HMDB29220","UP","HMDB29220"
"HMDB13420",0.751276486632617,0.114139284313433,5.72255147241587,3.55496774137928e-08,7.64318064396546e-08,8.05388867885184,"HMDB13420","UP","HMDB13420"
"HMDB29205",0.634798143348566,0.124146807149254,5.16233558667392,5.60795347170832e-07,1.19082468781954e-06,5.38603349540796,"HMDB29205","UP","HMDB29205"
"HMDB08536",0.734328522286141,-0.074061629278607,5.15433339484092,5.82485952408256e-07,1.22179980261244e-06,5.34944522089064,"HMDB08536","UP","HMDB08536"
"HMDB07983",0.651259154681601,0.278545088373134,4.99052408804366,1.25494573921512e-06,2.60061044753013e-06,4.61020939263376,"HMDB07983","UP","HMDB07983"
"HMDB29206",0.45190320540233,-0.00423304484079602,4.98200186452225,1.30543336429027e-06,2.67303022211817e-06,4.57226338085366,"HMDB29206","UP","HMDB29206"
"HMDB07984",0.625741057394265,0.375815674557214,4.91762949504371,1.75573336011983e-06,3.55277809341894e-06,4.2872962407409,"HMDB07984","UP","HMDB07984"
"HMDB10383",0.614259580390382,-0.0880498491144279,4.4890661143035,1.17439598360881e-05,2.34879196721762e-05,2.46641627173965,"HMDB10383","UP","HMDB10383"
"HMDB10385",0.617137568298387,-0.211947654472637,4.45969011799718,1.33149952929805e-05,2.63238987401455e-05,2.34657512017244,"HMDB10385","UP","HMDB10385"
"HMDB10393",0.576222388098865,-0.000241498447761195,4.31746053111785,2.42404650887714e-05,4.7379090855326e-05,1.77559221182074,"HMDB10393","UP","HMDB10393"
"HMDB08688",0.504588419666368,0.352692611457711,4.18720116722485,4.14243075675114e-05,8.00559651866513e-05,1.26628373969253,"HMDB08688","UP","HMDB08688"
"HMDB08751",0.506903921143369,0.362041095378109,4.17096083580228,4.42477388126772e-05,8.45623452864497e-05,1.2037082578013,"HMDB08751","UP","HMDB08751"
"HMDB00510",-0.503967799250299,0.419213377651741,-4.10700879663965,5.72576556145626e-05,0.000107046921366356,0.9593023072204,"HMDB00510","DOWN","HMDB00510"
"HMDB10384",0.473390657683692,-0.411210790363184,4.05385839199297,7.07730172339036e-05,0.000130892031873456,0.758625457117927,"HMDB10384","UP","HMDB10384"
"HMDB13465",0.547955547651433,0.171973914606965,3.96035637380545,0.000102224146211782,0.000187048437749217,0.411032900499849,"HMDB13465","UP","HMDB13465"
"HMDB13129",0.360485788511052,0.385620575099502,3.92615707421691,0.000116747862397644,0.000211375077183103,0.285641021008432,"HMDB13129","UP","HMDB13129"
"HMDB10386",0.514892578749104,-0.123334986502488,3.81759386258365,0.000176952462902046,0.000317039829366165,-0.106164800652436,"HMDB10386","UP","HMDB10386"
"HMDB12108",0.467222002908901,-0.206115068935323,3.59985593926749,0.000396562208680128,0.000703182473123525,-0.862999154932742,"HMDB12108","UP","HMDB12108"
"HMDB08431",0.523828727588411,0.295405834064677,3.58790619728622,0.00041408110324577,0.000726754589370127,-0.903402222917224,"HMDB08431","UP","HMDB08431"
"HMDB00148",-0.336100187880526,-0.612275283746269,-3.48721368478028,0.000593427017829972,0.00103100451582581,-1.23911731016188,"HMDB00148","DOWN","HMDB00148"
"HMDB00162",-0.396391458691756,-0.0465376661641791,-3.23113390340373,0.00142973981404681,0.00245915248016051,-2.05430399350514,"HMDB00162","DOWN","HMDB00162"
"HMDB62319",0.359910110274492,-0.323683356820895,3.14854367209964,0.00187762943393315,0.00319754715481685,-2.30523398966122,"HMDB62319","UP","HMDB62319"
"HMDB06469.1",-0.396965071819594,0.110342392154229,-2.96287488673807,0.00339634349825952,0.00572716746765331,-2.84766733699414,"HMDB06469.1","DOWN","HMDB06469.1"
"HMDB10382",0.326097901037037,-0.375417577646766,2.74606622850503,0.00655048814374735,0.0108334996223514,-3.44257480787798,"HMDB10382","UP","HMDB10382"
"HMDB00870",-0.36411979248178,-0.0545005256069652,-2.57213825642127,0.0107916676249331,0.0173499477171903,-3.88936736106602,"HMDB00870","DOWN","HMDB00870"
"HMDB00123",0.365360753228793,-0.153919465626866,2.57208483562055,0.0107932814287172,0.0173499477171903,-3.88950038386015,"HMDB00123","UP","HMDB00123"
