"","X0","X0.064935064935065","X0.0909090909090909","X0.223684210526316","X0.380281690140845","X0.4","X0.483870967741935","X0.516129032258065","X0.53968253968254","X0.557692307692308","X0.591836734693878","X0.6","X0.619047619047619","X0.6.1","X0.558823529411765","X0.5625","X0.551724137931034","X0.535714285714286","X0.538461538461538","X0.470588235294118","X0.470588235294118.1","X0.5","X0.4.1","X0.375","X0.375.1","X0.285714285714286","X0.4.2","X0.4.3","X0.4.4","X0.25","X0.333333333333333","X0.5.1","X0.1"
"1",0,0.064935064935065,0.0909090909090909,0.223684210526316,0.380281690140845,0.4,0.483870967741935,0.516129032258065,0.53968253968254,0.557692307692308,0.591836734693878,0.6,0.619047619047619,0.6,0.558823529411765,0.5625,0.551724137931034,0.535714285714286,0.538461538461538,0.470588235294118,0.470588235294118,0.5,0.4,0.375,0.375,0.285714285714286,0.4,0.4,0.4,0.25,0.333333333333333,0.5,0
