"","X0","X0.3","X0.4","X0.012987012987013","X0.0405405405405406","X0.0434782608695652","X0.0769230769230769","X0.0847457627118644","X0.1","X0.0789473684210527","X0.151515151515151","X0.166666666666667","X0.16","X0.181818181818182","X0.19047619047619","X0.2","X0.166666666666667.1","X0.117647058823529","X0.0833333333333334","X0.0909090909090909","X0.5","X0.6","X0.7","X0.333333333333333","X0.8"
"1",0,0,0,0.012987012987013,0.0405405405405406,0.0434782608695652,0.0769230769230769,0.0847457627118644,0.1,0.0789473684210527,0.151515151515151,0.166666666666667,0.16,0.181818181818182,0.19047619047619,0.2,0.166666666666667,0.117647058823529,0.0833333333333334,0.0909090909090909,0,0,0,0.333333333333333,0
