"","X0","X0.00980392156862742","X0.01","X0.0416666666666666","X0.0769230769230769","X0.0705882352941176","X0.0864197530864198","X0.0789473684210527","X0.109375","X0.115384615384615","X0.122448979591837","X0.0882352941176471","X0.0666666666666667","X0.0384615384615384","X0.0476190476190477","X0.1","X0.15","X0.210526315789474","X0.1875","X0.2","X0.214285714285714","X0.230769230769231","X0.375","X0.3"
"1",0,0.00980392156862742,0.01,0.0416666666666666,0.0769230769230769,0.0705882352941176,0.0864197530864198,0.0789473684210527,0.109375,0.115384615384615,0.122448979591837,0.0882352941176471,0.0666666666666667,0.0384615384615384,0.0476190476190477,0.1,0.15,0.210526315789474,0.1875,0.2,0.214285714285714,0.230769230769231,0.375,0
