Cell Type	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
057_S_1007	0.0	0.0	0.0	0.020773	0.066452	0.03215	0.04446	0.0	0.0	0.0	0.155703	0.0	0.167807	0.0	0.001644	0.111564	0.0	0.003267	0.009247	0.0	0.074788	0.312144
057_S_1269	0.0	0.0	0.0	0.043674	0.017604	0.0	0.046274	0.0	0.0	0.0	0.150811	0.0	0.224398	0.0	0.0	0.13018	0.0	0.0	0.028948	0.0	0.079684	0.278427
068_S_0802	0.0	0.007629	0.003149	0.013563	0.123519	0.062086	0.040543	0.0	0.002659	0.0	0.123667	0.043179	0.123754	0.0	0.007714	0.104701	0.0	0.0	0.00078	0.0	0.0407	0.302357
068_S_4061	0.0	0.014415	0.017497	0.092936	0.072056	0.070113	0.05892	0.0	0.0	0.016161	0.177763	0.0	0.090459	0.0	0.006628	0.09581	0.0	0.0	0.013237	0.0	0.04695	0.227055
072_S_1380	0.0	0.0	0.006305	0.094658	0.054834	0.002277	0.038526	0.0	0.025432	0.009997	0.196956	0.029848	0.183536	0.0	0.013241	0.096416	0.0	0.0	0.005692	0.0	0.045597	0.196686
072_S_4131	0.0	0.0	0.008868	0.078361	0.086979	0.029763	0.058661	0.0	0.0	0.076937	0.2081	0.000871	0.113734	0.0	0.000167	0.085891	0.0	0.0	0.0	0.0	0.031276	0.220391
072_S_4394	0.0	0.012424	0.0	0.012526	0.111326	0.085585	0.063919	0.0	0.0	0.0	0.09953	0.0	0.149426	0.0	0.0	0.112965	0.0	0.0	0.001544	0.0	0.07818	0.272574
072_S_4462	0.0	0.011963	0.00829	0.05194	0.075589	0.051594	0.03576	0.0	0.011605	0.0	0.104689	0.016314	0.201982	0.0	0.0	0.122975	0.0	0.0	0.014378	0.0	0.040389	0.252531
073_S_0746	0.0	0.0	0.010505	0.028431	0.104243	0.067491	0.060275	0.0	0.0	0.0	0.115627	0.0	0.149163	0.0	0.001139	0.110973	0.0	0.0	0.0	0.0	0.040923	0.311229
073_S_4300	0.0	0.016953	0.013261	0.022069	0.098847	0.053039	0.06832	0.0	0.0	0.009937	0.128023	0.001793	0.143622	0.0	0.00038	0.127649	0.0	0.0	0.009543	0.0	0.089981	0.216582
073_S_4403	0.0	0.03875	0.001682	0.010831	0.135228	0.048676	0.068049	0.0	0.0	0.008242	0.133946	0.016025	0.110425	0.0	0.001803	0.107059	0.0	0.0	0.0	0.0	0.064499	0.254785
082_S_4244	0.0	0.0	0.002842	0.044064	0.069394	0.058537	0.033243	0.0	0.004047	0.0	0.111466	0.00081	0.158065	0.0	0.0	0.118208	0.0	0.0	0.015829	0.0	0.052889	0.330606
094_S_1417	0.0	0.0	0.003262	0.070368	0.053816	0.039779	0.056269	0.0	0.02202	0.022535	0.151711	0.0	0.158654	0.0	0.005079	0.114155	0.0	0.0	0.000953	0.0	0.073942	0.227457
094_S_4162	0.0	0.010211	0.01144	0.049239	0.126927	0.065638	0.037783	0.0	0.009879	0.01578	0.104737	0.001283	0.180283	0.0	0.020235	0.110381	0.0	0.0	0.015473	0.0	0.043607	0.197106
098_S_0160	0.0	0.0	0.002132	0.013912	0.050976	0.031112	0.038523	0.0	0.0	0.0	0.121693	0.002167	0.176042	0.0	0.001509	0.132437	0.0	0.0	0.017009	0.0	0.046525	0.365961
098_S_0269	0.0	0.017809	0.001342	0.131199	0.01624	0.0	0.082195	0.0	0.010354	0.007759	0.178868	0.0	0.13101	0.0	0.0	0.106712	0.0	0.0	0.011143	0.0	0.053735	0.251633
098_S_0667	0.0	0.0	0.007751	0.086783	0.048431	0.070004	0.055835	0.0	0.0	0.005575	0.157761	0.020332	0.121594	0.0	0.000704	0.093949	0.0	0.0	0.005751	0.0	0.03844	0.28709
099_S_1034	0.0	0.0	0.0	0.07316	0.063864	0.029936	0.039751	0.0	0.000158	0.0	0.165981	0.0	0.192838	0.0	0.0	0.101846	0.0	0.0	0.014835	0.0	0.062276	0.255353
100_S_1226	0.0	0.0	0.021063	0.096128	0.032415	0.039189	0.057783	0.0	0.016787	0.039159	0.135967	0.00831	0.251053	0.0	0.00877	0.0982	0.0	0.0	0.0	0.0	0.04505	0.150125
109_S_4531	0.0	0.02154	0.001587	0.058041	0.093259	0.067531	0.073055	0.0	0.002489	0.035951	0.127505	0.0	0.119728	0.0	0.0	0.091984	0.0	0.0	0.006498	0.0	0.065482	0.235348
114_S_0378	0.0	0.022079	0.004613	0.011343	0.125429	0.050511	0.055486	0.0	0.001437	0.0	0.079982	0.0	0.201433	0.0	0.014275	0.121683	0.0	0.0	0.004285	0.0	0.052443	0.255
114_S_1106	0.0	0.0	0.00944	0.081647	0.04637	0.000258	0.052053	0.0	0.0	0.032875	0.158452	0.0	0.231083	0.0	0.008292	0.105371	0.0	0.0	0.01487	0.0	0.059548	0.199741
114_S_1118	0.0	0.00781	0.006569	0.016828	0.035498	0.027556	0.050058	0.0	0.0	0.0	0.110873	0.0	0.198085	0.0	0.052515	0.131834	0.0	0.0	0.014256	0.0	0.053434	0.294682
116_S_0361	0.0	0.045817	0.015254	0.063418	0.080991	0.024032	0.064182	0.0	0.007214	0.00595	0.140384	0.007099	0.169753	0.0	0.0139	0.10247	0.0	0.0	0.0	0.0	0.049427	0.210108
116_S_0649	0.0	0.0	0.0	0.077105	0.0589	0.018556	0.04818	0.0	0.0	0.032079	0.170014	0.0	0.136611	0.0	0.005138	0.102438	0.0	0.0	0.006409	0.0	0.036675	0.307895
116_S_0752	0.0	0.016904	0.001583	0.050592	0.094508	0.011464	0.058796	0.0	0.010088	0.0	0.169976	0.008382	0.150656	0.0	0.0	0.117424	0.0	0.0048	0.01733	0.0	0.067929	0.219568
116_S_1243	0.0	0.0	0.014069	0.072382	0.096905	0.024564	0.046318	0.0	0.0	8.2e-05	0.101922	0.0	0.15044	0.0	0.003506	0.117367	0.0	0.0	0.018376	0.0	0.041706	0.312363
116_S_1271	0.0	0.0	0.0	0.021632	0.043246	0.046439	0.059088	0.0	0.001574	0.0	0.112862	0.0	0.218023	0.0	0.00473	0.12341	0.0	0.0	0.025703	0.0	0.064255	0.27904
116_S_4167	0.0	0.029517	0.0	0.042682	0.076839	0.119965	0.042674	0.0	0.0	0.0	0.092746	0.0	0.142514	0.0	0.002624	0.107974	0.0	0.0	0.004812	0.0	0.08959	0.248062
123_S_0108	0.0	0.0	0.004836	0.038261	0.083745	0.046166	0.046616	0.0	0.0	0.0	0.125229	0.0	0.189752	0.0	0.000267	0.107755	0.0	0.0	0.019297	0.0	0.008782	0.329294
123_S_1300	0.0	0.039518	0.0	0.001727	0.109028	0.008279	0.033776	0.0	0.0	0.0	0.138688	0.0	0.118803	0.0	0.03299	0.104843	0.0	0.0	0.0	0.0	0.067399	0.344948
123_S_4096	0.0	0.01163	0.01176	0.051947	0.128687	0.04722	0.049484	0.0	0.0	0.029329	0.138395	0.003292	0.143838	0.0	0.000969	0.10486	0.0	0.0	0.005284	0.0	0.039624	0.233681
123_S_4170	0.0	0.0	0.021725	0.0	0.172106	0.05979	0.059189	0.0	0.00995	0.0	0.0606	0.0	0.160494	0.000552	0.011648	0.106011	0.0	0.002686	0.002704	0.0	0.034353	0.298191
126_S_0709	0.0	0.0	0.0	0.040999	0.099856	0.04383	0.05431	0.0	0.00717	0.0	0.120586	0.0	0.110632	0.0	0.008083	0.127884	0.0	0.0	0.020687	0.0	0.072997	0.292967
126_S_1187	0.0	0.037839	0.0	0.001645	0.091113	0.043385	0.05173	0.0	0.0	0.0	0.168959	0.000153	0.117873	0.0	0.004037	0.123711	0.0	0.0	0.009562	0.0	0.082416	0.267577
126_S_4458	0.0	0.0	0.0	0.0	0.106668	0.071015	0.041992	0.0	0.0	0.0	0.112411	0.005113	0.108101	0.0	0.0	0.109409	0.0	0.0	0.0	0.0	0.051671	0.39362
126_S_4507	0.0	0.0	0.0	0.022899	0.096864	0.029222	0.053733	0.0	0.0	0.0	0.150617	0.003031	0.202024	0.0	0.0	0.103031	0.0	0.0	0.010692	0.0	0.075111	0.252776
127_S_0112	0.0	0.0	0.005436	0.010987	0.085453	0.074221	0.041979	0.0	0.0	0.0	0.10521	0.0	0.169853	0.0	0.0	0.110633	0.0	0.0	0.014707	0.0	0.036916	0.344605
127_S_0925	0.0	0.011801	0.0	0.043868	0.086835	0.035624	0.050374	0.0	0.0	0.0	0.153111	0.010657	0.145572	0.0	0.005947	0.119507	0.0	0.0	0.009716	0.0	0.058209	0.268778
127_S_1032	0.0	0.013559	0.003144	0.065564	0.072456	0.036378	0.042279	0.0	0.002222	0.0	0.162153	0.009157	0.175721	0.0	0.005511	0.109781	0.0	0.0	0.0	0.0	0.047876	0.254198
127_S_1427	0.0	0.013872	0.014332	0.038216	0.112843	0.123049	0.045526	0.0	0.012263	0.0	0.089188	0.017857	0.142036	0.0	0.004284	0.089366	0.0	0.0	0.0	0.0	0.065851	0.231318
127_S_4210	0.0	0.052195	0.0	0.066754	0.100371	0.02728	0.078618	0.0	0.0	0.026512	0.149941	0.0	0.109553	0.0	0.0	0.100889	0.0	0.0	0.0	0.0	0.092943	0.194945
127_S_4240	0.0	0.0	0.031264	0.000353	0.085632	0.022811	0.046169	0.0	0.0	0.0	0.065052	0.0	0.167592	0.0	0.0	0.12093	0.0	0.0	0.021466	0.0	0.063744	0.374987
128_S_0138	0.0	0.0	0.0	0.065279	0.074343	0.000614	0.062235	0.0	0.0	0.04413	0.161147	0.0	0.185648	0.0	0.00226	0.105503	0.0	0.0	0.008899	0.0	0.043835	0.246107
128_S_0200	0.0	0.008889	0.001111	0.044939	0.051007	0.052745	0.049714	0.0	0.0	0.0	0.136645	0.0	0.116736	0.0	0.00783	0.105615	0.0	0.0	0.005712	0.0	0.058918	0.360138
128_S_0205	0.0	0.042686	0.0	0.0071	0.225617	0.063523	0.06104	0.0	0.0	0.0	0.133988	0.015135	0.097774	0.0	0.0	0.103856	0.0	0.0	0.0	0.0	0.070813	0.178467
128_S_0225	0.0	0.004571	0.009557	0.052396	0.052689	0.063654	0.049229	0.0	0.0	0.0	0.088891	0.024723	0.190284	0.0	0.005246	0.107275	0.0	0.0	0.025302	0.0	0.058444	0.26774
128_S_0770	0.0	0.043818	0.0	0.079106	0.069638	0.012908	0.051701	0.0	0.004309	0.00634	0.208422	0.0	0.134811	0.0	0.010661	0.083199	0.0	0.0	0.021676	0.0	0.055917	0.217495
128_S_1043	0.0	0.00552	0.0	0.059092	0.069571	0.022868	0.055617	0.0	0.0	0.050541	0.186285	0.0	0.153302	0.0	0.0	0.093576	0.0	0.0	0.023307	0.0	0.047283	0.233039
128_S_1406	0.0	0.032671	0.0	0.02938	0.107934	0.017187	0.051018	0.0	0.0	0.008582	0.134379	0.0	0.13654	0.0	0.0	0.130069	0.0	0.0	0.016298	0.0	0.087252	0.248693
128_S_1407	0.0	0.031815	0.0	0.018163	0.070853	0.040529	0.051937	0.0	0.0	0.006048	0.140423	0.0	0.162763	0.0	0.021642	0.125912	0.0	0.0	0.009716	0.0	0.056622	0.263575
128_S_1408	0.0	0.0	0.0	0.003933	0.11276	0.03958	0.063587	0.0	0.0	0.0	0.156303	0.0	0.141534	0.0	0.0	0.104268	0.0	0.0	0.01474	0.0	0.054905	0.308389
128_S_4636	0.0	0.026225	0.002072	0.010955	0.130492	0.082496	0.068587	0.0	0.0	0.0	0.120389	0.000559	0.118346	0.0	0.0	0.104551	0.0	0.0	0.008108	0.0	0.061199	0.26602
128_S_4653	0.0	0.008276	0.001013	0.065175	0.090912	0.061472	0.06209	0.0	0.0	0.028528	0.160289	0.023957	0.099795	0.0	0.000132	0.097012	0.0	0.0	0.0	0.0	0.104163	0.197188
129_S_4287	0.0	0.012837	0.010067	0.080814	0.026556	0.069205	0.060936	0.0	0.008618	0.05949	0.156113	0.00176	0.170709	0.0	0.003961	0.079061	0.0	0.0	0.021649	0.0	0.071653	0.166571
130_S_4250	0.0	0.0	0.0	0.067744	0.047149	0.033851	0.06853	0.0	0.0	0.0	0.213586	0.0	0.095316	0.0	0.0	0.101628	0.0	0.0	0.002101	0.0	0.062326	0.30777
130_S_4294	0.0	0.02744	0.0	0.0	0.121276	0.053901	0.063556	0.0	0.0	0.0	0.154189	0.000744	0.147574	0.0	0.00411	0.1216	0.0	0.0	0.0	0.0	0.074948	0.230661
130_S_4605	0.0	0.020646	0.0	0.039413	0.083328	0.060045	0.049452	0.0	0.0	0.004227	0.105899	0.0	0.203771	0.0	0.001609	0.110127	0.0	0.0	0.013679	0.0	0.094583	0.21322
131_S_0384	0.0	0.000519	0.006083	0.067216	0.111281	0.027711	0.051862	0.0	0.015673	0.0	0.141015	0.0	0.10279	0.0	0.00371	0.12108	0.0	0.0	0.015162	0.0	0.053068	0.282831
135_S_4489	0.0	0.009278	0.004384	0.049853	0.071233	0.016725	0.05076	0.0	0.0	0.0	0.185565	0.007627	0.132967	0.0	0.0	0.114069	0.0	0.0	0.005351	0.0	0.056712	0.295477
136_S_4189	0.0	0.011223	0.000507	0.005299	0.131852	0.047227	0.042278	0.0	0.0	0.0019	0.144454	0.027951	0.114139	0.0	0.004646	0.116543	0.0	0.0	0.0154	0.0	0.063075	0.273505
136_S_4408	0.0	0.0	0.0	0.035461	0.09512	0.051676	0.053992	0.0	0.003986	0.015485	0.143094	0.002026	0.144578	0.0	0.0	0.093845	0.0	0.0	0.025684	0.0	0.137816	0.197236
137_S_0668	0.0	0.02749	0.005348	0.048436	0.064327	0.107717	0.05047	0.0	0.004305	0.009915	0.151288	0.010729	0.103624	0.0	0.003673	0.093882	0.0	0.0	0.0	0.0	0.055786	0.26301
137_S_0722	0.0	0.0	0.014423	0.061502	0.093783	0.058438	0.050567	0.0	0.0	0.0	0.106378	0.009058	0.145131	0.0	0.001438	0.107567	0.0	0.0	0.000672	0.0	0.043058	0.307985
137_S_0800	0.0	0.016775	0.011282	0.048376	0.082251	0.026185	0.048745	0.0	0.001589	0.019314	0.100755	0.015444	0.222065	0.0	0.005228	0.109391	0.0	0.0	0.006352	0.0	0.068265	0.217983
137_S_0973	0.0	0.0	0.0	0.0	0.070835	0.0	0.057388	0.0	0.0	0.0	0.120784	0.0	0.263066	0.0	0.033132	0.121988	0.0	0.0	0.017309	0.0	0.045511	0.269987
137_S_1414	0.0	8.3e-05	0.007127	0.055745	0.030632	0.065808	0.036253	0.0	0.0	0.0	0.145548	0.0	0.195567	0.0	0.005712	0.107163	0.0	0.0	0.01569	0.0	0.072172	0.2625
137_S_4596	0.0	0.0	0.0	0.030533	0.096921	0.062502	0.041322	0.0	0.0	0.0	0.148193	0.013924	0.129655	0.0	0.0	0.097309	0.0	0.0	0.013405	0.0	0.064231	0.302005
141_S_0697	0.0	0.0	0.018318	0.060105	0.060266	0.032799	0.05894	0.0	0.005428	0.005877	0.216764	0.0	0.116815	0.0	0.006726	0.091885	0.0	0.0	1.2e-05	0.0	0.051362	0.274704
141_S_1004	0.0	0.0	0.0	0.0	0.0749	0.057908	0.032796	0.0	0.0	0.0	0.11658	0.0	0.181578	0.0	0.0	0.131293	0.0	0.0	0.004725	0.0	0.056775	0.343444
141_S_1052	0.0	0.00907	0.000963	0.092709	0.072553	0.020374	0.072966	0.0	0.0	0.053932	0.185592	0.012864	0.117492	0.0	0.002131	0.104732	0.0	9.8e-05	0.000336	0.0	0.068881	0.185306
141_S_1255	0.0	0.021319	0.002504	0.059427	0.095911	0.020339	0.049185	0.0	0.0	0.016635	0.223468	0.0	0.114526	0.0	0.0	0.098402	0.0	0.0	0.008263	0.0	0.040524	0.249495
141_S_4053	0.0	0.004557	0.0	0.027752	0.08208	0.032656	0.044749	0.0	0.0	0.0	0.112442	0.0	0.148432	0.0	0.0	0.12279	0.0	0.0	0.007257	0.0	0.067464	0.349821
141_S_4426	0.0	0.01283	0.0	0.0	0.064694	0.009089	0.050124	0.0	0.0	0.0	0.123228	0.0	0.21859	0.0	0.0	0.12474	0.0	0.0	0.025058	0.0	0.073147	0.298499
141_S_4456	0.0	0.0	0.000896	0.055332	0.129116	0.052151	0.067249	0.0	0.0	0.002702	0.132347	0.0	0.123553	0.0	0.000695	0.094098	0.0	0.0	0.005382	0.0	0.08067	0.25581
153_S_4077	0.0	0.0	0.026869	0.133666	0.073306	0.030683	0.047669	0.006218	0.0	0.047273	0.125035	0.0	0.106908	0.0	0.0	0.110836	0.0	0.0	0.009148	0.0	0.080366	0.202024
941_S_4187	0.0	0.011205	0.005951	0.040417	0.074986	0.072401	0.054307	0.0	0.012614	0.0	0.113179	0.00981	0.189743	0.0	0.004221	0.114181	0.0	0.0	0.006432	0.0	0.054367	0.236185
941_S_4377	0.0	0.031594	0.0	0.013214	0.126754	0.07277	0.044465	0.0	0.0	0.028665	0.15829	0.0	0.167193	0.0	0.0	0.09548	0.0	0.0	0.013235	0.0	0.059727	0.188613
