Cell Type	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
130_S_4415	0.0	0.000356	0.0	0.0	0.101533	0.025898	0.054375	0.0	0.0	0.040663	0.153425	0.0	0.183711	0.0	0.008737	0.130499	0.0	0.0	0.010911	0.0	0.057801	0.23209
130_S_4468	0.0	0.0	0.0	0.017516	0.177827	0.068817	0.057318	0.0	0.0	0.058676	0.107393	0.004313	0.132216	0.0	0.005032	0.093346	0.0	0.0	0.024931	0.0	0.067514	0.185099
137_S_4299	0.0	0.0	0.0201	0.056198	0.060884	0.002884	0.054115	0.0	0.011546	0.008301	0.158946	0.0	0.158739	0.0	0.021259	0.124705	0.0	0.0	0.025866	0.0	0.075445	0.221012
137_S_4331	0.0	0.0	0.0	0.0	0.088511	0.086641	0.051944	0.0	0.0	0.0	0.112252	0.0	0.190332	0.0	0.001351	0.115572	0.0	0.0	0.021332	0.0	0.079108	0.252957
137_S_4351	0.0	0.0	0.0	0.027921	0.164227	0.003921	0.049733	0.0	0.0	0.0	0.114369	0.0	0.110414	0.0	0.003576	0.124838	0.0	0.0	0.0	0.0	0.065208	0.335794
137_S_4536	0.0	0.0	0.0	0.003748	0.186912	0.075989	0.059129	0.0	0.0	0.016962	0.148481	0.0	0.172323	0.0	0.008299	0.102828	0.0	0.0	0.002579	0.0	0.058371	0.16438
141_S_2210	0.0	0.034989	0.0	0.020891	0.151215	0.020083	0.060848	0.0	0.0	0.0	0.133013	0.0	0.161705	0.0	0.0	0.122153	0.0	0.0	0.00329	0.0	0.038764	0.253048
141_S_4160	0.0	0.0	0.0	0.0	0.098514	0.009522	0.043336	0.0	0.0	0.011858	0.139223	0.0	0.212119	0.0	0.002927	0.12645	0.0	0.0	0.027068	0.0	0.05957	0.269414
141_S_4232	0.0	0.009854	0.0	0.020543	0.134967	0.022959	0.060448	0.0	0.0	0.0	0.134045	0.000785	0.147573	0.0	0.010677	0.107492	0.0	0.0	0.012757	0.0	0.060738	0.277162
141_S_4438	0.0	0.0	0.0	0.006708	0.076137	0.010882	0.053605	0.0	0.0	0.0	0.161147	0.0	0.180976	0.0	0.002077	0.12746	0.0	0.0	0.083743	0.0	0.061369	0.235896
153_S_2109	0.0	0.053513	0.000912	0.02304	0.12074	0.034547	0.067535	0.0	0.0	0.003123	0.171626	0.0	0.14176	0.0	0.002708	0.112607	0.0	0.0	0.009176	0.0	0.0476	0.211113
153_S_4297	0.0	0.0	0.0	0.06705	0.050662	0.0	0.064579	0.0	0.0	0.040443	0.225962	0.0	0.146216	0.0	0.0	0.113263	0.0	0.0	0.0	0.0	0.039501	0.252325
153_S_4621	0.0	0.0	0.003284	0.060276	0.112894	0.015777	0.075097	0.0	0.0	0.090406	0.201001	0.0	0.169839	0.0	0.012945	0.085331	0.0	0.0	0.000403	0.0	0.056169	0.116579
941_S_2060	0.0	0.003529	0.00675	0.003206	0.112561	0.066647	0.052243	0.0	0.0	0.0	0.129475	0.015469	0.129558	0.0	0.0	0.122582	0.0	0.0	0.011288	0.0	0.06628	0.280413
941_S_4036	0.0	0.0	0.014046	0.0	0.13155	0.057298	0.039267	0.0	0.014876	0.0	0.105536	0.023599	0.165913	0.0	0.001146	0.116985	0.0	0.0	0.001779	0.0	0.060914	0.26709
941_S_4420	0.0	0.0	0.0	0.026401	0.058902	0.0	0.042163	0.0	0.0	0.036616	0.177866	0.0	0.203866	0.0	0.001962	0.112004	0.0	0.0	0.034055	0.0	0.049116	0.257049
