"","X0.0083333333333333","X0.059322033898305","X0.0862068965517241","X0.12280701754386","X0.240740740740741","X0.361111111111111","X0.388349514563107","X0.361702127659574","X0.431818181818182","X0.463414634146341","X0.468354430379747","X0.466666666666667","X0.463768115942029","X0.416666666666667","X0.403846153846154","X0.42","X0.522727272727273","X0.6","X0.551724137931034","X0.5","X0.6.1","X0.583333333333333","X0.666666666666667","X0.777777777777778","X0.8","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8"
"1",0.0083333333333333,0.059322033898305,0.0862068965517241,0.12280701754386,0.240740740740741,0.361111111111111,0.388349514563107,0.361702127659574,0.431818181818182,0.463414634146341,0.468354430379747,0.466666666666667,0.463768115942029,0.416666666666667,0.403846153846154,0.42,0.522727272727273,0.6,0.551724137931034,0.5,0.6,0.583333333333333,0.666666666666667,0.777777777777778,0.8,1,1,1,1,1,1,1,1,1
